id,name,label,city_municipality_name,province_id
1476,Pata,"Pata, Sulu",Pata,72
1477,Patikul,"Patikul, Sulu",Patikul,72
1478,Siasi,"Siasi, Sulu",Siasi,72
1479,Talipao,"Talipao, Sulu",Talipao,72
1480,Tapul,"Tapul, Sulu",Tapul,72
905,Ampatuan,"Ampatuan, Maguindanao",Ampatuan,44
906,Barira,"Barira, Maguindanao",Barira,44
907,Buldon,"Buldon, Maguindanao",Buldon,44
908,Buluan,"Buluan, Maguindanao",Buluan,44
909,Cotabato City,"Cotabato City, Maguindanao",Cotabato City,44
910,Datu Abdullah Sangki,"Datu Abdullah Sangki, Maguindanao",Datu Abdullah Sangki,44
911,Datu Anggal Midtimbang,"Datu Anggal Midtimbang, Maguindanao",Datu Anggal Midtimbang,44
912,Datu Blah T. Sinsuat,"Datu Blah T. Sinsuat, Maguindanao",Datu Blah T. Sinsuat,44
913,Datu Hoffer Ampatuan,"Datu Hoffer Ampatuan, Maguindanao",Datu Hoffer Ampatuan,44
914,Datu Montawal (Pagagawan),"Datu Montawal (Pagagawan), Maguindanao",Datu Montawal (Pagagawan),44
915,Datu Odin Sinsuat (Dinaig),"Datu Odin Sinsuat (Dinaig), Maguindanao",Datu Odin Sinsuat (Dinaig),44
916,Datu Paglas,"Datu Paglas, Maguindanao",Datu Paglas,44
917,Datu Piang (Dulawan),"Datu Piang (Dulawan), Maguindanao",Datu Piang (Dulawan),44
918,Datu Salibo,"Datu Salibo, Maguindanao",Datu Salibo,44
919,Datu Saudi-Ampatuan,"Datu Saudi-Ampatuan, Maguindanao",Datu Saudi-Ampatuan,44
920,Datu Unsay,"Datu Unsay, Maguindanao",Datu Unsay,44
921,General Salipada K. Pendatun,"General Salipada K. Pendatun, Maguindanao",General Salipada K. Pendatun,44
922,Guindulungan,"Guindulungan, Maguindanao",Guindulungan,44
923,Kabuntalan (Tumbao),"Kabuntalan (Tumbao), Maguindanao",Kabuntalan (Tumbao),44
924,Mamasapano,"Mamasapano, Maguindanao",Mamasapano,44
925,Mangudadatu,"Mangudadatu, Maguindanao",Mangudadatu,44
926,Matanog,"Matanog, Maguindanao",Matanog,44
927,Northern Kabuntalan,"Northern Kabuntalan, Maguindanao",Northern Kabuntalan,44
928,Pagalungan,"Pagalungan, Maguindanao",Pagalungan,44
929,Paglat,"Paglat, Maguindanao",Paglat,44
930,Pandag,"Pandag, Maguindanao",Pandag,44
931,Parang,"Parang, Maguindanao",Parang,44
932,Rajah Buayan,"Rajah Buayan, Maguindanao",Rajah Buayan,44
933,Shariff Aguak (Maganoy),"Shariff Aguak (Maganoy), Maguindanao",Shariff Aguak (Maganoy),44
934,Shariff Saydona Mustapha,"Shariff Saydona Mustapha, Maguindanao",Shariff Saydona Mustapha,44
935,South Upi,"South Upi, Maguindanao",South Upi,44
936,Sultan Kudarat (Nuling),"Sultan Kudarat (Nuling), Maguindanao",Sultan Kudarat (Nuling),44
937,Sultan Mastura,"Sultan Mastura, Maguindanao",Sultan Mastura,44
938,Sultan sa Barongis (Lambayong),"Sultan sa Barongis (Lambayong), Maguindanao",Sultan sa Barongis (Lambayong),44
939,Sultan Sumagka (Talitay),"Sultan Sumagka (Talitay), Maguindanao",Sultan Sumagka (Talitay),44
940,Talayan,"Talayan, Maguindanao",Talayan,44
941,Upi,"Upi, Maguindanao",Upi,44
822,Amai Manabilang (Bumbaran),"Amai Manabilang (Bumbaran), Lanao del Sur",Amai Manabilang (Bumbaran),42
823,Bacolod-Kalawi (Bacolod-Grande),"Bacolod-Kalawi (Bacolod-Grande), Lanao del Sur",Bacolod-Kalawi (Bacolod-Grande),42
824,Balabagan,"Balabagan, Lanao del Sur",Balabagan,42
825,Balindong (Watu),"Balindong (Watu), Lanao del Sur",Balindong (Watu),42
826,Bayang,"Bayang, Lanao del Sur",Bayang,42
827,Binidayan,"Binidayan, Lanao del Sur",Binidayan,42
828,Buadiposo-Buntong,"Buadiposo-Buntong, Lanao del Sur",Buadiposo-Buntong,42
829,Bubong,"Bubong, Lanao del Sur",Bubong,42
830,Butig,"Butig, Lanao del Sur",Butig,42
831,Calanogas,"Calanogas, Lanao del Sur",Calanogas,42
832,Ditsaan-Ramain,"Ditsaan-Ramain, Lanao del Sur",Ditsaan-Ramain,42
833,Ganassi,"Ganassi, Lanao del Sur",Ganassi,42
834,Kapai,"Kapai, Lanao del Sur",Kapai,42
835,Kapatagan,"Kapatagan, Lanao del Sur",Kapatagan,42
836,Lumba-Bayabao (Maguing),"Lumba-Bayabao (Maguing), Lanao del Sur",Lumba-Bayabao (Maguing),42
837,Lumbaca-Unayan,"Lumbaca-Unayan, Lanao del Sur",Lumbaca-Unayan,42
838,Lumbatan,"Lumbatan, Lanao del Sur",Lumbatan,42
839,Lumbayanague,"Lumbayanague, Lanao del Sur",Lumbayanague,42
840,Madalum,"Madalum, Lanao del Sur",Madalum,42
841,Madamba,"Madamba, Lanao del Sur",Madamba,42
842,Maguing,"Maguing, Lanao del Sur",Maguing,42
843,Malabang,"Malabang, Lanao del Sur",Malabang,42
844,Marantao,"Marantao, Lanao del Sur",Marantao,42
845,Marawi,"Marawi, Lanao del Sur",Marawi,42
846,Marogong,"Marogong, Lanao del Sur",Marogong,42
847,Masiu,"Masiu, Lanao del Sur",Masiu,42
848,Mulondo,"Mulondo, Lanao del Sur",Mulondo,42
849,Pagayawan (Tatarikan),"Pagayawan (Tatarikan), Lanao del Sur",Pagayawan (Tatarikan),42
850,Piagapo,"Piagapo, Lanao del Sur",Piagapo,42
851,Picong (Sultan Gumander),"Picong (Sultan Gumander), Lanao del Sur",Picong (Sultan Gumander),42
852,Poona Bayabao (Gata),"Poona Bayabao (Gata), Lanao del Sur",Poona Bayabao (Gata),42
853,Pualas,"Pualas, Lanao del Sur",Pualas,42
854,Saguiaran,"Saguiaran, Lanao del Sur",Saguiaran,42
855,Sultan Dumalondong,"Sultan Dumalondong, Lanao del Sur",Sultan Dumalondong,42
856,Tagoloan II,"Tagoloan II, Lanao del Sur",Tagoloan II,42
857,Tamparan,"Tamparan, Lanao del Sur",Tamparan,42
858,Taraka,"Taraka, Lanao del Sur",Taraka,42
859,Tubaran,"Tubaran, Lanao del Sur",Tubaran,42
860,Tugaya,"Tugaya, Lanao del Sur",Tugaya,42
861,Wao,"Wao, Lanao del Sur",Wao,42
1027,Manila,"Manila, NCR, City of Manila, 1st district",Manila,84
1026,Mandaluyong,"Mandaluyong, NCR, 2nd district",Mandaluyong,85
1028,Marikina,"Marikina, NCR, 2nd district",Marikina,85
1033,Pasig,"Pasig, NCR, 2nd district",Pasig,85
1035,Quezon City,"Quezon City, NCR, 2nd district",Quezon City,85
1036,San Juan,"San Juan, NCR, 2nd district",San Juan,85
1022,Caloocan,"Caloocan, NCR, 3rd district",Caloocan,86
1025,Malabon,"Malabon, NCR, 3rd district",Malabon,86
1030,Navotas,"Navotas, NCR, 3rd district",Navotas,86
1038,Valenzuela,"Valenzuela, NCR, 3rd district",Valenzuela,86
1023,Las Piñas,"Las Piñas, NCR, 4th district",Las Piñas,87
1024,Makati,"Makati, NCR, 4th district",Makati,87
1029,Muntinlupa,"Muntinlupa, NCR, 4th district",Muntinlupa,87
1031,Parañaque,"Parañaque, NCR, 4th district",Parañaque,87
1032,Pasay,"Pasay, NCR, 4th district",Pasay,87
1034,Pateros,"Pateros, NCR, 4th district",Pateros,87
1037,Taguig,"Taguig, NCR, 4th district",Taguig,87
