id,name,label,city_municipality_name,province_id
1389,Villareal,"Villareal, Samar",Villareal,65
1390,Zumarraga,"Zumarraga, Samar",Zumarraga,65
862,Abuyog,"Abuyog, Leyte",Abuyog,43
863,Alangalang,"Alangalang, Leyte",Alangalang,43
864,Albuera,"Albuera, Leyte",Albuera,43
865,Babatngon,"Babatngon, Leyte",Babatngon,43
866,Barugo,"Barugo, Leyte",Barugo,43
867,Bato,"Bato, Leyte",Bato,43
868,Baybay,"Baybay, Leyte",Baybay,43
869,Burauen,"Burauen, Leyte",Burauen,43
870,Calubian,"Calubian, Leyte",Calubian,43
871,Capoocan,"Capoocan, Leyte",Capoocan,43
872,Carigara,"Carigara, Leyte",Carigara,43
873,Dagami,"Dagami, Leyte",Dagami,43
874,Dulag,"Dulag, Leyte",Dulag,43
875,Hilongos,"Hilongos, Leyte",Hilongos,43
876,Hindang,"Hindang, Leyte",Hindang,43
877,Inopacan,"Inopacan, Leyte",Inopacan,43
878,Isabel,"Isabel, Leyte",Isabel,43
879,Jaro,"Jaro, Leyte",Jaro,43
880,Javier (Bugho),"Javier (Bugho), Leyte",Javier (Bugho),43
881,Julita,"Julita, Leyte",Julita,43
882,Kananga,"Kananga, Leyte",Kananga,43
883,La Paz,"La Paz, Leyte",La Paz,43
884,Leyte,"Leyte, Leyte",Leyte,43
885,MacArthur,"MacArthur, Leyte",MacArthur,43
886,Mahaplag,"Mahaplag, Leyte",Mahaplag,43
887,Matag-ob,"Matag-ob, Leyte",Matag-ob,43
888,Matalom,"Matalom, Leyte",Matalom,43
889,Mayorga,"Mayorga, Leyte",Mayorga,43
890,Merida,"Merida, Leyte",Merida,43
891,Ormoc,"Ormoc, Leyte",Ormoc,43
892,Palo,"Palo, Leyte",Palo,43
893,Palompon,"Palompon, Leyte",Palompon,43
894,Pastrana,"Pastrana, Leyte",Pastrana,43
895,San Isidro,"San Isidro, Leyte",San Isidro,43
896,San Miguel,"San Miguel, Leyte",San Miguel,43
897,Santa Fe,"Santa Fe, Leyte",Santa Fe,43
898,Tabango,"Tabango, Leyte",Tabango,43
899,Tabontabon,"Tabontabon, Leyte",Tabontabon,43
900,Tacloban,"Tacloban, Leyte",Tacloban,43
901,Tanauan,"Tanauan, Leyte",Tanauan,43
902,Tolosa,"Tolosa, Leyte",Tolosa,43
903,Tunga,"Tunga, Leyte",Tunga,43
904,Villaba,"Villaba, Leyte",Villaba,43
201,Almeria,"Almeria, Biliran",Almeria,14
202,Biliran,"Biliran, Biliran",Biliran,14
203,Cabucgayan,"Cabucgayan, Biliran",Cabucgayan,14
204,Caibiran,"Caibiran, Biliran",Caibiran,14
205,Culaba,"Culaba, Biliran",Culaba,14
206,Kawayan,"Kawayan, Biliran",Kawayan,14
207,Maripipi,"Maripipi, Biliran",Maripipi,14
208,Naval,"Naval, Biliran",Naval,14
1619,Alicia,"Alicia, Zamboanga Sibugay",Alicia,80
1620,Buug,"Buug, Zamboanga Sibugay",Buug,80
1621,Diplahan,"Diplahan, Zamboanga Sibugay",Diplahan,80
1622,Imelda,"Imelda, Zamboanga Sibugay",Imelda,80
1623,Ipil,"Ipil, Zamboanga Sibugay",Ipil,80
1624,Kabasalan,"Kabasalan, Zamboanga Sibugay",Kabasalan,80
1625,Mabuhay,"Mabuhay, Zamboanga Sibugay",Mabuhay,80
1626,Malangas,"Malangas, Zamboanga Sibugay",Malangas,80
1627,Naga,"Naga, Zamboanga Sibugay",Naga,80
1628,Olutanga,"Olutanga, Zamboanga Sibugay",Olutanga,80
1629,Payao,"Payao, Zamboanga Sibugay",Payao,80
1630,Roseller Lim,"Roseller Lim, Zamboanga Sibugay",Roseller Lim,80
1631,Siay,"Siay, Zamboanga Sibugay",Siay,80
1632,Talusan,"Talusan, Zamboanga Sibugay",Talusan,80
1633,Titay,"Titay, Zamboanga Sibugay",Titay,80
1634,Tungawan,"Tungawan, Zamboanga Sibugay",Tungawan,80
1564,Baliguian,"Baliguian, Zamboanga del Norte",Baliguian,78
1565,Dapitan,"Dapitan, Zamboanga del Norte",Dapitan,78
1566,Dipolog,"Dipolog, Zamboanga del Norte",Dipolog,78
1567,Godod,"Godod, Zamboanga del Norte",Godod,78
1568,Gutalac,"Gutalac, Zamboanga del Norte",Gutalac,78
1569,Jose Dalman (Ponot),"Jose Dalman (Ponot), Zamboanga del Norte",Jose Dalman (Ponot),78
1570,Kalawit,"Kalawit, Zamboanga del Norte",Kalawit,78
1571,Katipunan,"Katipunan, Zamboanga del Norte",Katipunan,78
1572,La Libertad,"La Libertad, Zamboanga del Norte",La Libertad,78
1573,Labason,"Labason, Zamboanga del Norte",Labason,78
1574,Leon B. Postigo (Bacungan),"Leon B. Postigo (Bacungan), Zamboanga del Norte",Leon B. Postigo (Bacungan),78
1575,Liloy,"Liloy, Zamboanga del Norte",Liloy,78
1576,Manukan,"Manukan, Zamboanga del Norte",Manukan,78
1577,Mutia,"Mutia, Zamboanga del Norte",Mutia,78
1578,Piñan (New Piñan),"Piñan (New Piñan), Zamboanga del Norte",Piñan (New Piñan),78
1579,Polanco,"Polanco, Zamboanga del Norte",Polanco,78
1580,President Manuel A. Roxas,"President Manuel A. Roxas, Zamboanga del Norte",President Manuel A. Roxas,78
1581,Rizal,"Rizal, Zamboanga del Norte",Rizal,78
1582,Salug,"Salug, Zamboanga del Norte",Salug,78
1583,Sergio Osmeña Sr.,"Sergio Osmeña Sr., Zamboanga del Norte",Sergio Osmeña Sr.,78
1584,Siayan,"Siayan, Zamboanga del Norte",Siayan,78
1585,Sibuco,"Sibuco, Zamboanga del Norte",Sibuco,78
1586,Sibutad,"Sibutad, Zamboanga del Norte",Sibutad,78
1587,Sindangan,"Sindangan, Zamboanga del Norte",Sindangan,78
1588,Siocon,"Siocon, Zamboanga del Norte",Siocon,78
1589,Sirawai,"Sirawai, Zamboanga del Norte",Sirawai,78
1590,Tampilisan,"Tampilisan, Zamboanga del Norte",Tampilisan,78
1591,Aurora,"Aurora, Zamboanga del Sur",Aurora,79
1592,Bayog,"Bayog, Zamboanga del Sur",Bayog,79
1593,Dimataling,"Dimataling, Zamboanga del Sur",Dimataling,79
1594,Dinas,"Dinas, Zamboanga del Sur",Dinas,79
1595,Dumalinao,"Dumalinao, Zamboanga del Sur",Dumalinao,79
1596,Dumingag,"Dumingag, Zamboanga del Sur",Dumingag,79
1597,Guipos,"Guipos, Zamboanga del Sur",Guipos,79
1598,Josefina,"Josefina, Zamboanga del Sur",Josefina,79
1599,Kumalarang,"Kumalarang, Zamboanga del Sur",Kumalarang,79
1600,Labangan,"Labangan, Zamboanga del Sur",Labangan,79
1601,Lakewood,"Lakewood, Zamboanga del Sur",Lakewood,79
1602,Lapuyan,"Lapuyan, Zamboanga del Sur",Lapuyan,79
1603,Mahayag,"Mahayag, Zamboanga del Sur",Mahayag,79
1604,Margosatubig,"Margosatubig, Zamboanga del Sur",Margosatubig,79
1605,Midsalip,"Midsalip, Zamboanga del Sur",Midsalip,79
1606,Molave,"Molave, Zamboanga del Sur",Molave,79
1607,Pagadian,"Pagadian, Zamboanga del Sur",Pagadian,79
1608,Pitogo,"Pitogo, Zamboanga del Sur",Pitogo,79
1609,Ramon Magsaysay (Liargo),"Ramon Magsaysay (Liargo), Zamboanga del Sur",Ramon Magsaysay (Liargo),79
1610,San Miguel,"San Miguel, Zamboanga del Sur",San Miguel,79
1611,San Pablo,"San Pablo, Zamboanga del Sur",San Pablo,79
1612,Sominot (Don Mariano Marcos),"Sominot (Don Mariano Marcos), Zamboanga del Sur",Sominot (Don Mariano Marcos),79
1613,Tabina,"Tabina, Zamboanga del Sur",Tabina,79
1614,Tambulig,"Tambulig, Zamboanga del Sur",Tambulig,79
1615,Tigbao,"Tigbao, Zamboanga del Sur",Tigbao,79
1616,Tukuran,"Tukuran, Zamboanga del Sur",Tukuran,79
1617,Vincenzo A. Sagun,"Vincenzo A. Sagun, Zamboanga del Sur",Vincenzo A. Sagun,79
1618,Zamboanga City,"Zamboanga City, Zamboanga del Sur",Zamboanga City,79
969,Aloran,"Aloran, Misamis Occidental",Aloran,48
970,Baliangao,"Baliangao, Misamis Occidental",Baliangao,48
971,Bonifacio,"Bonifacio, Misamis Occidental",Bonifacio,48
972,Calamba,"Calamba, Misamis Occidental",Calamba,48
973,Clarin,"Clarin, Misamis Occidental",Clarin,48
974,Concepcion,"Concepcion, Misamis Occidental",Concepcion,48
975,Don Victoriano Chiongbian (Don Mariano Marcos),"Don Victoriano Chiongbian (Don Mariano Marcos), Misamis Occidental",Don Victoriano Chiongbian (Don Mariano Marcos),48
976,Jimenez,"Jimenez, Misamis Occidental",Jimenez,48
977,Lopez Jaena,"Lopez Jaena, Misamis Occidental",Lopez Jaena,48
978,Oroquieta,"Oroquieta, Misamis Occidental",Oroquieta,48
979,Ozamiz,"Ozamiz, Misamis Occidental",Ozamiz,48
980,Panaon,"Panaon, Misamis Occidental",Panaon,48
981,Plaridel,"Plaridel, Misamis Occidental",Plaridel,48
982,Sapang Dalaga,"Sapang Dalaga, Misamis Occidental",Sapang Dalaga,48
983,Sinacaban,"Sinacaban, Misamis Occidental",Sinacaban,48
984,Tangub,"Tangub, Misamis Occidental",Tangub,48
985,Tudela,"Tudela, Misamis Occidental",Tudela,48
257,Baungon,"Baungon, Bukidnon",Baungon,16
258,Cabanglasan,"Cabanglasan, Bukidnon",Cabanglasan,16
259,Damulog,"Damulog, Bukidnon",Damulog,16
260,Dangcagan,"Dangcagan, Bukidnon",Dangcagan,16
261,Don Carlos,"Don Carlos, Bukidnon",Don Carlos,16
262,Impasugong,"Impasugong, Bukidnon",Impasugong,16
263,Kadingilan,"Kadingilan, Bukidnon",Kadingilan,16
264,Kalilangan,"Kalilangan, Bukidnon",Kalilangan,16
265,Kibawe,"Kibawe, Bukidnon",Kibawe,16
266,Kitaotao,"Kitaotao, Bukidnon",Kitaotao,16
267,Lantapan,"Lantapan, Bukidnon",Lantapan,16
268,Libona,"Libona, Bukidnon",Libona,16
269,Malaybalay,"Malaybalay, Bukidnon",Malaybalay,16
270,Malitbog,"Malitbog, Bukidnon",Malitbog,16
271,Manolo Fortich,"Manolo Fortich, Bukidnon",Manolo Fortich,16
272,Maramag,"Maramag, Bukidnon",Maramag,16
273,Pangantucan,"Pangantucan, Bukidnon",Pangantucan,16
274,Quezon,"Quezon, Bukidnon",Quezon,16
275,San Fernando,"San Fernando, Bukidnon",San Fernando,16
276,Sumilao,"Sumilao, Bukidnon",Sumilao,16
277,Talakag,"Talakag, Bukidnon",Talakag,16
278,Valencia,"Valencia, Bukidnon",Valencia,16
799,Bacolod,"Bacolod, Lanao del Norte",Bacolod,41
800,Baloi,"Baloi, Lanao del Norte",Baloi,41
801,Baroy,"Baroy, Lanao del Norte",Baroy,41
802,Iligan,"Iligan, Lanao del Norte",Iligan,41
803,Kapatagan,"Kapatagan, Lanao del Norte",Kapatagan,41
804,Kauswagan,"Kauswagan, Lanao del Norte",Kauswagan,41
805,Kolambugan,"Kolambugan, Lanao del Norte",Kolambugan,41
806,Lala,"Lala, Lanao del Norte",Lala,41
807,Linamon,"Linamon, Lanao del Norte",Linamon,41
808,Magsaysay,"Magsaysay, Lanao del Norte",Magsaysay,41
809,Maigo,"Maigo, Lanao del Norte",Maigo,41
810,Matungao,"Matungao, Lanao del Norte",Matungao,41
811,Munai,"Munai, Lanao del Norte",Munai,41
812,Nunungan,"Nunungan, Lanao del Norte",Nunungan,41
813,Pantao Ragat,"Pantao Ragat, Lanao del Norte",Pantao Ragat,41
814,Pantar,"Pantar, Lanao del Norte",Pantar,41
815,Poona Piagapo,"Poona Piagapo, Lanao del Norte",Poona Piagapo,41
816,Salvador,"Salvador, Lanao del Norte",Salvador,41
817,Sapad,"Sapad, Lanao del Norte",Sapad,41
818,Sultan Naga Dimaporo (Karomatan),"Sultan Naga Dimaporo (Karomatan), Lanao del Norte",Sultan Naga Dimaporo (Karomatan),41
819,Tagoloan,"Tagoloan, Lanao del Norte",Tagoloan,41
820,Tangcal,"Tangcal, Lanao del Norte",Tangcal,41
821,Tubod,"Tubod, Lanao del Norte",Tubod,41
986,Alubijid,"Alubijid, Misamis Oriental",Alubijid,49
987,Balingasag,"Balingasag, Misamis Oriental",Balingasag,49
988,Balingoan,"Balingoan, Misamis Oriental",Balingoan,49
989,Binuangan,"Binuangan, Misamis Oriental",Binuangan,49
990,Cagayan de Oro,"Cagayan de Oro, Misamis Oriental",Cagayan de Oro,49
991,Claveria,"Claveria, Misamis Oriental",Claveria,49
992,El Salvador,"El Salvador, Misamis Oriental",El Salvador,49
993,Gingoog,"Gingoog, Misamis Oriental",Gingoog,49
994,Gitagum,"Gitagum, Misamis Oriental",Gitagum,49
995,Initao,"Initao, Misamis Oriental",Initao,49
996,Jasaan,"Jasaan, Misamis Oriental",Jasaan,49
997,Kinoguitan,"Kinoguitan, Misamis Oriental",Kinoguitan,49
998,Lagonglong,"Lagonglong, Misamis Oriental",Lagonglong,49
999,Laguindingan,"Laguindingan, Misamis Oriental",Laguindingan,49
1000,Libertad,"Libertad, Misamis Oriental",Libertad,49
1001,Lugait,"Lugait, Misamis Oriental",Lugait,49
1002,Magsaysay (Linugos),"Magsaysay (Linugos), Misamis Oriental",Magsaysay (Linugos),49
1003,Manticao,"Manticao, Misamis Oriental",Manticao,49
1004,Medina,"Medina, Misamis Oriental",Medina,49
1005,Naawan,"Naawan, Misamis Oriental",Naawan,49
1006,Opol,"Opol, Misamis Oriental",Opol,49
1007,Salay,"Salay, Misamis Oriental",Salay,49
1008,Sugbongcogon,"Sugbongcogon, Misamis Oriental",Sugbongcogon,49
1009,Tagoloan,"Tagoloan, Misamis Oriental",Tagoloan,49
1010,Talisayan,"Talisayan, Misamis Oriental",Talisayan,49
1011,Villanueva,"Villanueva, Misamis Oriental",Villanueva,49
381,Catarman,"Catarman, Camiguin",Catarman,21
382,Guinsiliban,"Guinsiliban, Camiguin",Guinsiliban,21
383,Mahinog,"Mahinog, Camiguin",Mahinog,21
384,Mambajao,"Mambajao, Camiguin",Mambajao,21
385,Sagay,"Sagay, Camiguin",Sagay,21
546,Baganga,"Baganga, Davao Oriental",Baganga,30
547,Banaybanay,"Banaybanay, Davao Oriental",Banaybanay,30
548,Boston,"Boston, Davao Oriental",Boston,30
549,Caraga,"Caraga, Davao Oriental",Caraga,30
550,Cateel,"Cateel, Davao Oriental",Cateel,30
551,Governor Generoso,"Governor Generoso, Davao Oriental",Governor Generoso,30
552,Lupon,"Lupon, Davao Oriental",Lupon,30
553,Manay,"Manay, Davao Oriental",Manay,30
554,Mati,"Mati, Davao Oriental",Mati,30
555,San Isidro,"San Isidro, Davao Oriental",San Isidro,30
556,Tarragona,"Tarragona, Davao Oriental",Tarragona,30
508,Compostela,"Compostela, Compostela Valley",Compostela,26
509,Laak (San Vicente),"Laak (San Vicente), Compostela Valley",Laak (San Vicente),26
510,Mabini (Doña Alicia),"Mabini (Doña Alicia), Compostela Valley",Mabini (Doña Alicia),26
511,Maco,"Maco, Compostela Valley",Maco,26
512,Maragusan (San Mariano),"Maragusan (San Mariano), Compostela Valley",Maragusan (San Mariano),26
513,Mawab,"Mawab, Compostela Valley",Mawab,26
514,Monkayo,"Monkayo, Compostela Valley",Monkayo,26
515,Montevista,"Montevista, Compostela Valley",Montevista,26
516,Nabunturan,"Nabunturan, Compostela Valley",Nabunturan,26
517,New Bataan,"New Bataan, Compostela Valley",New Bataan,26
518,Pantukan,"Pantukan, Compostela Valley",Pantukan,26
530,Bansalan,"Bansalan, Davao del Sur",Bansalan,29
531,Davao City,"Davao City, Davao del Sur",Davao City,29
532,Digos,"Digos, Davao del Sur",Digos,29
533,Hagonoy,"Hagonoy, Davao del Sur",Hagonoy,29
534,Kiblawan,"Kiblawan, Davao del Sur",Kiblawan,29
535,Magsaysay,"Magsaysay, Davao del Sur",Magsaysay,29
536,Malalag,"Malalag, Davao del Sur",Malalag,29
537,Matanao,"Matanao, Davao del Sur",Matanao,29
538,Padada,"Padada, Davao del Sur",Padada,29
539,Santa Cruz,"Santa Cruz, Davao del Sur",Santa Cruz,29
540,Sulop,"Sulop, Davao del Sur",Sulop,29
541,Don Marcelino,"Don Marcelino, Davao Occidental",Don Marcelino,88
542,Jose Abad Santos (Trinidad),"Jose Abad Santos (Trinidad), Davao Occidental",Jose Abad Santos (Trinidad),88
543,Malita,"Malita, Davao Occidental",Malita,88
544,Santa Maria,"Santa Maria, Davao Occidental",Santa Maria,88
545,Sarangani,"Sarangani, Davao Occidental",Sarangani,88
519,Asuncion (Saug),"Asuncion (Saug), Davao del Norte",Asuncion (Saug),28
520,Braulio E. Dujali,"Braulio E. Dujali, Davao del Norte",Braulio E. Dujali,28
521,Carmen,"Carmen, Davao del Norte",Carmen,28
522,Kapalong,"Kapalong, Davao del Norte",Kapalong,28
523,New Corella,"New Corella, Davao del Norte",New Corella,28
524,Panabo,"Panabo, Davao del Norte",Panabo,28
525,Samal,"Samal, Davao del Norte",Samal,28
526,San Isidro,"San Isidro, Davao del Norte",San Isidro,28
527,Santo Tomas,"Santo Tomas, Davao del Norte",Santo Tomas,28
528,Tagum,"Tagum, Davao del Norte",Tagum,28
529,Talaingod,"Talaingod, Davao del Norte",Talaingod,28
1419,Banga,"Banga, South Cotabato",Banga,69
1420,General Santos (Dadiangas),"General Santos (Dadiangas), South Cotabato",General Santos (Dadiangas),69
1421,Koronadal,"Koronadal, South Cotabato",Koronadal,69
1422,Lake Sebu,"Lake Sebu, South Cotabato",Lake Sebu,69
1423,Norala,"Norala, South Cotabato",Norala,69
1424,Polomolok,"Polomolok, South Cotabato",Polomolok,69
1425,Santo Niño,"Santo Niño, South Cotabato",Santo Niño,69
1426,Surallah,"Surallah, South Cotabato",Surallah,69
1427,T'Boli,"T'Boli, South Cotabato",T'Boli,69
1428,Tampakan,"Tampakan, South Cotabato",Tampakan,69
1429,Tantangan,"Tantangan, South Cotabato",Tantangan,69
1430,Tupi,"Tupi, South Cotabato",Tupi,69
1450,Bagumbayan,"Bagumbayan, Sultan Kudarat",Bagumbayan,71
1451,Columbio,"Columbio, Sultan Kudarat",Columbio,71
1452,Esperanza,"Esperanza, Sultan Kudarat",Esperanza,71
1453,Isulan,"Isulan, Sultan Kudarat",Isulan,71
1454,Kalamansig,"Kalamansig, Sultan Kudarat",Kalamansig,71
1455,Lambayong (Mariano Marcos),"Lambayong (Mariano Marcos), Sultan Kudarat",Lambayong (Mariano Marcos),71
1456,Lebak,"Lebak, Sultan Kudarat",Lebak,71
1457,Lutayan,"Lutayan, Sultan Kudarat",Lutayan,71
1458,Palimbang,"Palimbang, Sultan Kudarat",Palimbang,71
1459,President Quirino,"President Quirino, Sultan Kudarat",President Quirino,71
1460,Senator Ninoy Aquino,"Senator Ninoy Aquino, Sultan Kudarat",Senator Ninoy Aquino,71
1461,Tacurong,"Tacurong, Sultan Kudarat",Tacurong,71
490,Alamada,"Alamada, Cotabato",Alamada,27
491,Aleosan,"Aleosan, Cotabato",Aleosan,27
492,Antipas,"Antipas, Cotabato",Antipas,27
493,Arakan,"Arakan, Cotabato",Arakan,27
494,Banisilan,"Banisilan, Cotabato",Banisilan,27
495,Carmen,"Carmen, Cotabato",Carmen,27
496,Kabacan,"Kabacan, Cotabato",Kabacan,27
497,Kidapawan,"Kidapawan, Cotabato",Kidapawan,27
498,Libungan,"Libungan, Cotabato",Libungan,27
499,M'lang,"M'lang, Cotabato",M'lang,27
500,Magpet,"Magpet, Cotabato",Magpet,27
501,Makilala,"Makilala, Cotabato",Makilala,27
502,Matalam,"Matalam, Cotabato",Matalam,27
503,Midsayap,"Midsayap, Cotabato",Midsayap,27
504,Pigcawayan,"Pigcawayan, Cotabato",Pigcawayan,27
505,Pikit,"Pikit, Cotabato",Pikit,27
506,President Roxas,"President Roxas, Cotabato",President Roxas,27
507,Tulunan,"Tulunan, Cotabato",Tulunan,27
1391,Alabel,"Alabel, Sarangani",Alabel,66
1392,Glan,"Glan, Sarangani",Glan,66
1393,Kiamba,"Kiamba, Sarangani",Kiamba,66
1394,Maasim,"Maasim, Sarangani",Maasim,66
1395,Maitum,"Maitum, Sarangani",Maitum,66
1396,Malapatan,"Malapatan, Sarangani",Malapatan,66
1397,Malungon,"Malungon, Sarangani",Malungon,66
28,Buenavista,"Buenavista, Agusan del Norte",Buenavista,2
29,Butuan,"Butuan, Agusan del Norte",Butuan,2
30,Cabadbaran,"Cabadbaran, Agusan del Norte",Cabadbaran,2
31,Carmen,"Carmen, Agusan del Norte",Carmen,2
32,Jabonga,"Jabonga, Agusan del Norte",Jabonga,2
33,Kitcharao,"Kitcharao, Agusan del Norte",Kitcharao,2
34,Las Nieves,"Las Nieves, Agusan del Norte",Las Nieves,2
35,Magallanes,"Magallanes, Agusan del Norte",Magallanes,2
36,Nasipit,"Nasipit, Agusan del Norte",Nasipit,2
37,Remedios T. Romualdez,"Remedios T. Romualdez, Agusan del Norte",Remedios T. Romualdez,2
38,Santiago,"Santiago, Agusan del Norte",Santiago,2
39,Tubay,"Tubay, Agusan del Norte",Tubay,2
40,Bayugan,"Bayugan, Agusan del Sur",Bayugan,3
41,Bunawan,"Bunawan, Agusan del Sur",Bunawan,3
42,Esperanza,"Esperanza, Agusan del Sur",Esperanza,3
43,La Paz,"La Paz, Agusan del Sur",La Paz,3
44,Loreto,"Loreto, Agusan del Sur",Loreto,3
45,Prosperidad,"Prosperidad, Agusan del Sur",Prosperidad,3
46,Rosario,"Rosario, Agusan del Sur",Rosario,3
47,San Francisco,"San Francisco, Agusan del Sur",San Francisco,3
48,San Luis,"San Luis, Agusan del Sur",San Luis,3
49,Santa Josefa,"Santa Josefa, Agusan del Sur",Santa Josefa,3
50,Sibagat,"Sibagat, Agusan del Sur",Sibagat,3
51,Talacogon,"Talacogon, Agusan del Sur",Talacogon,3
52,Trento,"Trento, Agusan del Sur",Trento,3
53,Veruela,"Veruela, Agusan del Sur",Veruela,3
1502,Barobo,"Barobo, Surigao del Sur",Barobo,74
1503,Bayabas,"Bayabas, Surigao del Sur",Bayabas,74
1504,Bislig,"Bislig, Surigao del Sur",Bislig,74
1505,Cagwait,"Cagwait, Surigao del Sur",Cagwait,74
1506,Cantilan,"Cantilan, Surigao del Sur",Cantilan,74
1507,Carmen,"Carmen, Surigao del Sur",Carmen,74
1508,Carrascal,"Carrascal, Surigao del Sur",Carrascal,74
1509,Cortes,"Cortes, Surigao del Sur",Cortes,74
1510,Hinatuan,"Hinatuan, Surigao del Sur",Hinatuan,74
1511,Lanuza,"Lanuza, Surigao del Sur",Lanuza,74
1512,Lianga,"Lianga, Surigao del Sur",Lianga,74
1513,Lingig,"Lingig, Surigao del Sur",Lingig,74
1514,Madrid,"Madrid, Surigao del Sur",Madrid,74
1515,Marihatag,"Marihatag, Surigao del Sur",Marihatag,74
1516,San Agustin,"San Agustin, Surigao del Sur",San Agustin,74
1517,San Miguel,"San Miguel, Surigao del Sur",San Miguel,74
1518,Tagbina,"Tagbina, Surigao del Sur",Tagbina,74
1519,Tago,"Tago, Surigao del Sur",Tago,74
1520,Tandag,"Tandag, Surigao del Sur",Tandag,74
1481,Alegria,"Alegria, Surigao del Norte",Alegria,73
1482,Bacuag,"Bacuag, Surigao del Norte",Bacuag,73
1483,Burgos,"Burgos, Surigao del Norte",Burgos,73
1484,Claver,"Claver, Surigao del Norte",Claver,73
1485,Dapa,"Dapa, Surigao del Norte",Dapa,73
1486,Del Carmen,"Del Carmen, Surigao del Norte",Del Carmen,73
1487,General Luna,"General Luna, Surigao del Norte",General Luna,73
1488,Gigaquit,"Gigaquit, Surigao del Norte",Gigaquit,73
1489,Mainit,"Mainit, Surigao del Norte",Mainit,73
1490,Malimono,"Malimono, Surigao del Norte",Malimono,73
1491,Pilar,"Pilar, Surigao del Norte",Pilar,73
1492,Placer,"Placer, Surigao del Norte",Placer,73
1493,San Benito,"San Benito, Surigao del Norte",San Benito,73
1494,San Francisco (Anao-Aon),"San Francisco (Anao-Aon), Surigao del Norte",San Francisco (Anao-Aon),73
1495,San Isidro,"San Isidro, Surigao del Norte",San Isidro,73
1496,Santa Monica (Sapao),"Santa Monica (Sapao), Surigao del Norte",Santa Monica (Sapao),73
1497,Sison,"Sison, Surigao del Norte",Sison,73
1498,Socorro,"Socorro, Surigao del Norte",Socorro,73
1499,Surigao City,"Surigao City, Surigao del Norte",Surigao City,73
1500,Tagana-an,"Tagana-an, Surigao del Norte",Tagana-an,73
1501,Tubod,"Tubod, Surigao del Norte",Tubod,73
557,Basilisa (Rizal),"Basilisa (Rizal), Dinagat Islands",Basilisa (Rizal),82
558,Cagdianao,"Cagdianao, Dinagat Islands",Cagdianao,82
559,Dinagat,"Dinagat, Dinagat Islands",Dinagat,82
560,Libjo (Albor),"Libjo (Albor), Dinagat Islands",Libjo (Albor),82
561,Loreto,"Loreto, Dinagat Islands",Loreto,82
562,San Jose,"San Jose, Dinagat Islands",San Jose,82
563,Tubajon,"Tubajon, Dinagat Islands",Tubajon,82
1539,Bongao,"Bongao, Tawi-Tawi",Bongao,76
1540,Languyan,"Languyan, Tawi-Tawi",Languyan,76
1541,Mapun (Cagayan de Tawi-Tawi),"Mapun (Cagayan de Tawi-Tawi), Tawi-Tawi",Mapun (Cagayan de Tawi-Tawi),76
1542,Panglima Sugala (Balimbing),"Panglima Sugala (Balimbing), Tawi-Tawi",Panglima Sugala (Balimbing),76
1543,Sapa-Sapa,"Sapa-Sapa, Tawi-Tawi",Sapa-Sapa,76
1544,Sibutu,"Sibutu, Tawi-Tawi",Sibutu,76
1545,Simunul,"Simunul, Tawi-Tawi",Simunul,76
1546,Sitangkai,"Sitangkai, Tawi-Tawi",Sitangkai,76
1547,South Ubian,"South Ubian, Tawi-Tawi",South Ubian,76
1548,Tandubas,"Tandubas, Tawi-Tawi",Tandubas,76
1549,Turtle Islands (Taganak),"Turtle Islands (Taganak), Tawi-Tawi",Turtle Islands (Taganak),76
122,Akbar,"Akbar, Basilan",Akbar,9
123,Al-Barka,"Al-Barka, Basilan",Al-Barka,9
124,Hadji Mohammad Ajul,"Hadji Mohammad Ajul, Basilan",Hadji Mohammad Ajul,9
125,Hadji Muhtamad,"Hadji Muhtamad, Basilan",Hadji Muhtamad,9
126,Isabela City,"Isabela City, Basilan",Isabela City,9
127,Lamitan,"Lamitan, Basilan",Lamitan,9
128,Lantawan,"Lantawan, Basilan",Lantawan,9
129,Maluso,"Maluso, Basilan",Maluso,9
130,Sumisip,"Sumisip, Basilan",Sumisip,9
131,Tabuan-Lasa,"Tabuan-Lasa, Basilan",Tabuan-Lasa,9
132,Tipo-Tipo,"Tipo-Tipo, Basilan",Tipo-Tipo,9
133,Tuburan,"Tuburan, Basilan",Tuburan,9
134,Ungkaya Pukan,"Ungkaya Pukan, Basilan",Ungkaya Pukan,9
1462,Banguingui (Tongkil),"Banguingui (Tongkil), Sulu",Banguingui (Tongkil),72
1463,Hadji Panglima Tahil (Marunggas),"Hadji Panglima Tahil (Marunggas), Sulu",Hadji Panglima Tahil (Marunggas),72
1464,Indanan,"Indanan, Sulu",Indanan,72
1465,Jolo,"Jolo, Sulu",Jolo,72
1466,Kalingalan Caluang,"Kalingalan Caluang, Sulu",Kalingalan Caluang,72
1467,Lugus,"Lugus, Sulu",Lugus,72
1468,Luuk,"Luuk, Sulu",Luuk,72
1469,Maimbung,"Maimbung, Sulu",Maimbung,72
1470,Old Panamao,"Old Panamao, Sulu",Old Panamao,72
1471,Omar,"Omar, Sulu",Omar,72
1472,Pandami,"Pandami, Sulu",Pandami,72
1473,Panglima Estino (New Panamao),"Panglima Estino (New Panamao), Sulu",Panglima Estino (New Panamao),72
1474,Pangutaran,"Pangutaran, Sulu",Pangutaran,72
1475,Parang,"Parang, Sulu",Parang,72
